"RR#","Load#","Tm#","Sts","Pickup Date","Pickup Time","Delivery Date","Delivery Time","Dispatcher","Invoice Date","Docs Scanned","Invoice Audit","Revenue$","Purch Tr$","Target Buy","Max Buy","Net Mrg$","CM$","Nbr of Stops","Weight","Equipment","Cust Name","Cust Ref#","Spot Bid","Driver","Tot Miles","Fuel Surcharge","Origin","Destination","Vendor Dispatch",
"4021480","3060-0324-0925","   3060","ASSG","09/21/25","0100","09/21/25","1500","BBANUELOS","","!","17","     1,515.00","     2,100.00","          .00","       .00","      -585.00","       .00","    2","         1","V","USPS","81742805","CONTRACT","J R D TRANSPORTATION","  845","       .00","OKLAHOMA CITY,OK","PALMETTO,GA","DISPTACH@JRDTRANS.COM",
"4021490","3060-0301-0925","   3060","ASSG","09/21/25","0100","09/21/25","0830","DISAAC","","!","17","     1,175.16","     1,200.00","          .00","       .00","       -24.84","       .00","    3","         2","V","USPS","81746517","CONTRACT","JY CARRIERS LLC","  243","       .00","NORTH READING,MA","MELVILLE,NY","dispatch@jycarriers.com",
"4021503","3010-0883-0925","   3010","ASSG","09/21/25","0100","09/22/25","0000","DISAAC","","!","17","     1,842.40","     2,100.00","          .00","       .00","      -257.60","       .00","    2","         1","V","USPS","81744009","CONTRACT","ITF LLC"," 1090","       .00","SALT LAKE CITY,UT","OLATHE,KS","RUSLAN.TYLER@ITFGROUP.COM",
"4021515","3060-0218-0925","   3060","ASSG","09/21/25","0100","09/21/25","1930","BBANUELOS","","!","17","     1,473.36","     1,700.00","          .00","       .00","      -226.64","       .00","    4","         3","V","USPS","81747965","CONTRACT","VANTAGE CARRIER LLC","  758","       .00","HOPE MILLS,NC","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4021517","3060-0150-0925","   3060","ASSG","09/21/25","0100","09/22/25","0230","BBANUELOS","","!","17","     1,497.60","     1,900.00","          .00","       .00","      -402.40","       .00","    2","         1","V","USPS","81747123","CONTRACT","TOP CARGO LLC"," 1296","       .00","SANDSTON,VA","IRVING,TX","topcargo2014@gmail.com",
"4021571","3060-0367-0925","   3060","ASSG","09/21/25","0100","09/21/25","0845","BBANUELOS","","!","17","       833.02","       875.00","          .00","       .00","       -41.98","       .00","    2","         1","V","USPS","81757463","CONTRACT","ROAD RUNNERS AMERICA L","  312","       .00","NORTH READING,MA","BELLMAWR,NJ","dispatch@rramericalogistics.com",
"4021582","3060-0448-0925","   3060","ASSG","09/21/25","0100","09/21/25","0730","DISAAC","","!","17","     1,164.85","     1,150.00","          .00","       .00","        14.85","       .00","    2","         1","V","USPS","81757453","CONTRACT","ALI STAR INC","  241","       .00","SPRINGFIELD,MA","PHILADELPHIA,PA","ALISTARINCOH@GMAIL.COM",
"4021598","3060-0859-0925","   3060","ASSG","09/21/25","0100","09/21/25","0900","DISAAC","","!","17","       678.32","     1,000.00","          .00","       .00","      -321.68","       .00","    2","         1","V","USPS","81761210","CONTRACT","ALI STAR INC","  346","       .00","JERSEY CITY,NJ","SANDSTON,VA","DISPATCH@ALISTARINCOH.COM",
"4021473","3060-0213-0925","   3060","ASSG","09/21/25","0115","09/21/25","0830","YRODRIGUEZ","","!","17","       749.17","       900.00","          .00","       .00","      -150.83","       .00","    2","         1","V","USPS","81742259","CONTRACT","SHORTHORN LLC","  281","       .00","NORTH READING,MA","TRENTON,NJ","DISPATCH@SHORTHORNCARGO.COM",
"4021513","3060-0284-0925","   3060","ASSG","09/21/25","0115","09/21/25","0900","DISAAC","","!","17","       927.90","     1,000.00","          .00","       .00","       -72.10","       .00","    2","         1","V","USPS","81750529","CONTRACT","AZIM CARGO INC","  303","       .00","NORTH READING,MA","BETHLEHEM,PA","teamb@azimcargo.com",
"4021599","3060-0684-0925","   3060","ASSG","09/21/25","0115","09/21/25","0745","BBANUELOS","","!","17","       776.48","       900.00","          .00","       .00","      -123.52","       .00","    3","         2","V","USPS","81760982","CONTRACT","LOADPAL INC","  229","       .00","BOSTON,MA","KEARNY,NJ","INFO@LOADPAL.NET",
"4021614","3060-0861-0925","   3060","ASSG","09/21/25","0115","09/21/25","1215","STEPHENW","","!","17","     1,279.34","     1,100.00","          .00","       .00","       179.34","       .00","    3","         2","V","USPS","81764290","CONTRACT","SILKROAD TRANZ INC","  419","       .00","NORTH READING,MA","LINTHICUM HEIGHTS,MD","BRIAN@SILKROADTRANZ.COM",
"4021495","3010-0875-0925","   3010","ASSG","09/21/25","0130","09/21/25","2115","BBANUELOS","","!","17","       693.00","     1,600.00","          .00","       .00","      -907.00","       .00","    2","         1","V","USPS","81744264","CONTRACT","MARTIAN EXPRESS CO","  998","       .00","TAMPA,FL","INDIANAPOLIS,IN","dispatch@martianexpress.us",
"4021518","3060-0131-0925","   3060","ASSG","09/21/25","0130","09/22/25","1045","BBANUELOS","","!","17","     2,327.19","     3,100.00","          .00","       .00","      -772.81","       .00","    2","         1","V","USPS","81747289","CONTRACT","SMT TRANS LLC"," 1653","       .00","LANCASTER,PA","AURORA,CO","SMTTRANS19@GMAIL.COM",
"4021520","3060-0203-0925","   3060","ASSG","09/21/25","0130","09/21/25","1245","YRODRIGUEZ","","!","17","       802.80","     1,100.00","          .00","       .00","      -297.20","       .00","    2","         1","V","USPS","81747065","CONTRACT","DO NOT UPDATE TO RTS","  490","       .00","GREENSBORO,NC","PHILLIPSBURG,NJ","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021525","3060-0347-0925","   3060","ASSG","09/21/25","0130","09/21/25","0730","TJEU","","!","17","       777.47","       850.00","          .00","       .00","       -72.53","       .00","    2","         1","V","USPS","81750444","CONTRACT","DDA LOGISTICS INC","  222","       .00","NORTH READING,MA","TETERBORO,NJ","dwayne@ddalogistics.com",
"4021535","3010-0910-0925","   3010","ASSG","09/21/25","0130","09/21/25","1845","DISAAC","","!","17","     2,499.90","     2,700.00","          .00","       .00","      -200.10","       .00","    2","         1","V","USPS","81753573","CONTRACT","LOADMODE LLC","  777","       .00","LAS VEGAS,NV","AURORA,CO","info@loadmodellc.com",
"4021551","3010-0923-0925","   3010","ASSG","09/21/25","0130","09/22/25","0030","YRODRIGUEZ","","!","17","     1,300.00","     1,750.00","          .00","       .00","      -450.00","       .00","    2","         1","V","USPS","81754519","CONTRACT","LTL"," 1131","       .00","TAMPA,FL","JERSEY CITY,NJ","DISPATCH@LTRANSL.COM",
"4021572","3010-0943-0925","   3010","ASSG","09/21/25","0130","09/21/25","1400","YRODRIGUEZ","","!","17","     1,074.89","     1,200.00","          .00","       .00","      -125.11","       .00","    4","         3","V","USPS","81758276","CONTRACT","DO NOT UPDATE TO RTS","  476","       .00","HARRISBURG,PA","CINCINNATI,OH","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021595","3060-0803-0925","   3060","ASSG","09/21/25","0130","09/21/25","1000","BBANUELOS","","!","17","     1,188.95","     1,000.00","          .00","       .00","       188.95","       .00","    2","         1","V","USPS","81760936","CONTRACT","DO NOT UPDATE TO RTS","  391","       .00","NORTH READING,MA","HARRISBURG,PA","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021600","3060-0257-0925","   3060","ASSG","09/21/25","0130","09/21/25","0730","DISAAC","","!","17","     1,074.40","     1,000.00","          .00","       .00","        74.40","       .00","    2","         1","V","USPS","81760869","CONTRACT","ALI STAR INC","  229","       .00","NORTH READING,MA","KEARNY,NJ","DISPATCH@ALISTARINCOH.COM",
"4021613","3010-0982-0925","   3010","ASSG","09/21/25","0130","09/21/25","1530","BBANUELOS","","!","17","     1,965.50","     2,000.00","          .00","       .00","       -34.50","       .00","    3","         2","V","USPS","81764894","CONTRACT","MZ CARGO INC","  614","       .00","RALEIGH,NC","TALLAHASSEE,FL","dispatch@mzcargoinc.com",
"4021483","3060-0862-0925","   3060","ASSG","09/21/25","0145","09/21/25","0800","BBANUELOS","","!","17","     1,169.70","     1,000.00","          .00","       .00","       169.70","       .00","    2","         1","V","USPS","81742179","CONTRACT","ROAD RUNNERS AMERICA L","  241","       .00","SPRINGFIELD,MA","BELLMAWR,NJ","alex@rramericalogistics.com",
"4021489","3060-0263-0925","   3060","ASSG","09/21/25","0145","09/21/25","0730","DISAAC","","!","17","     1,189.05","     1,000.00","          .00","       .00","       189.05","       .00","    3","         2","V","USPS","81746459","CONTRACT","ALI STAR INC","  199","       .00","NORTH READING,MA","WHITE PLAINS,NY","DISPATCH@ALISTARINCOH.COM",
"4021511","3060-0106-0925","   3060","ASSG","09/21/25","0145","09/21/25","1230","THOMAST","","!","17","     1,058.50","     1,000.00","          .00","       .00","        58.50","       .00","    2","         1","V","USPS","81750484","CONTRACT","TWISTED FARMS LLC","  458","       .00","NORTH READING,MA","BUFFALO,NY","ops@TWISTEDFARMS.ORG",
"4021516","3060-0352-0925","   3060","ASSG","09/21/25","0145","09/21/25","1100","TJEU","","!","17","     1,217.05","     1,200.00","          .00","       .00","        17.05","       .00","    3","         2","V","USPS","81750349","CONTRACT","LOADMODE LLC","  348","       .00","SPRINGFIELD,MA","LINTHICUM HEIGHTS,MD","DISPATCH@LOADMODELLC.COM",
"4021533","3010-0908-0925","   3010","ASSG","09/21/25","0145","09/21/25","1045","YRODRIGUEZ","","!","17","       830.53","       925.00","          .00","       .00","       -94.47","       .00","    2","         1","V","USPS","81752421","CONTRACT","DO NOT UPDATE TO RTS","  377","       .00","CLEVELAND,OH","CAPITOL HEIGHTS,MD","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021554","3010-0926-0925","   3010","ASSG","09/21/25","0145","09/22/25","1945","YRODRIGUEZ","","!","17","     4,715.15","     5,600.00","          .00","       .00","      -884.85","       .00","    2","         1","V","USPS","81756345","CONTRACT","PARS TRANSPORTATION IN"," 2057","       .00","PHOENIX,AZ","JACKSONVILLE,FL","dispatch@parstransportationinc.com",
"4021583","3060-0114-0925","   3060","ASSG","09/21/25","0145","09/21/25","0930","THOMAST","","!","17","       688.10","       800.00","          .00","       .00","      -111.90","       .00","    2","         1","V","USPS","81753981","CONTRACT","TWISTED FARMS LLC","  329","       .00","JERSEY CITY,NJ","ROCHESTER,NY","ops@TWISTEDFARMS.ORG",
"4021585","3060-0108-0925","   3060","ASSG","09/21/25","0145","09/21/25","1100","THOMAST","","!","17","     1,092.89","     1,000.00","          .00","       .00","        92.89","       .00","    2","         1","V","USPS","81757518","CONTRACT","TWISTED FARMS LLC","  396","       .00","NORTH READING,MA","ROCHESTER,NY","ops@TWISTEDFARMS.ORG",
"4021589","3060-0292-0925","   3060","ASSG","09/21/25","0145","09/21/25","0745","DISAAC","","!","17","     1,275.69","     1,200.00","          .00","       .00","        75.69","       .00","    2","         1","V","USPS","81760861","CONTRACT","JY CARRIERS LLC","  232","       .00","NORTH READING,MA","BROOKLYN,NY","dispatch@jycarriers.com",
"4021488","3060-0864-0925","   3060","ASSG","09/21/25","0200","09/21/25","1345","YRODRIGUEZ","","!","17","     1,060.00","     1,500.00","          .00","       .00","      -440.00","       .00","    2","         1","V","USPS","81743854","CONTRACT","PARS TRANSPORTATION IN","  570","       .00","OAK CREEK,WI","KANSAS CITY,MO","dispatch@parstransportationinc.com",
"4021500","3010-0880-0925","   3010","ASSG","09/21/25","0200","09/21/25","2130","BBANUELOS","","!","17","       760.00","     1,200.00","          .00","       .00","      -440.00","       .00","    2","         1","V","USPS","81743297","CONTRACT","GURMAN TRUCKING INC","  987","       .00","ORLANDO,FL","INDIANAPOLIS,IN","gurman@gurmanprime.com",
"4021502","3060-0865-0925","   3060","ASSG","09/21/25","0200","09/21/25","1430","BBANUELOS","","!","17","     1,050.69","     1,100.00","          .00","       .00","       -49.31","       .00","    3","         2","V","USPS","81746498","CONTRACT","ROAD RUNNERS AMERICA L","  474","       .00","NORTH READING,MA","DULLES,VA","dispatch@rramericalogistics.com",
"4021541","3010-0915-0925","   3010","ASSG","09/21/25","0200","09/21/25","1645","BBANUELOS","","!","17","     2,015.35","     2,200.00","          .00","       .00","      -184.65","       .00","    2","         1","V","USPS","81751131","CONTRACT","VANTAGE CARRIER LLC","  750","       .00","SANDSTON,VA","ORLANDO,FL","dispatch@vantagecarrier.com",
"4021546","3010-0919-0925","   3010","ASSG","09/21/25","0200","09/21/25","1900","STEPHENW","","!","17","     1,215.71","     1,100.00","          .00","       .00","       115.71","       .00","    5","         4","V","USPS","81752981","CONTRACT","MZ CARGO INC","  631","       .00","HARRISBURG,PA","LOUISVILLE,KY","dispatch@mzcargoinc.com",
"4021586","3060-0251-0925","   3060","ASSG","09/21/25","0200","09/21/25","0700","STEPHENW","","!","17","       800.21","       850.00","          .00","       .00","       -49.79","       .00","    2","         1","V","USPS","81757500","CONTRACT","DDA LOGISTICS INC","  181","       .00","NORTH READING,MA","ALBANY,NY","dwayne@ddalogistics.com",
"4021615","3060-0867-0925","   3060","ASSG","09/21/25","0200","09/21/25","1230","BBANUELOS","","!","17","     1,263.48","     1,100.00","          .00","       .00","       163.48","       .00","    2","         1","V","USPS","81764260","CONTRACT","ROAD RUNNERS AMERICA L","  445","       .00","NORTH READING,MA","CAPITOL HEIGHTS,MD","dispatch@rramericalogistics.com",
"4021620","3060-0394-0925","   3060","ASSG","09/21/25","0200","09/22/25","0230","DISAAC","","!","17","     1,375.85","     1,950.00","          .00","       .00","      -574.15","       .00","    2","         1","V","USPS","81765637","CONTRACT","A2Z EXPRESS INC"," 1152","       .00","SALT LAKE CITY,UT","WEST FARGO,ND","DISPATCH@A2ZEXPRESS.NET",
"4029368","3060-0562-0925","   3060","ASSG","09/21/25","0200","09/21/25","1315","BBANUELOS","","!","17","     1,422.00","     1,600.00","          .00","       .00","      -178.00","       .00","    2","         1","V","USPS","83075619","CONTRACT","VANTAGE CARRIER LLC","  535","       .00","GREENSBORO,NC","JERSEY CITY,NJ","dispatch@vantagecarrier.com",
"4021579","3010-0950-0925","   3010","ASSG","09/21/25","0215","09/21/25","1715","BBANUELOS","","!","17","     2,000.00","     2,100.00","          .00","       .00","      -100.00","       .00","    2","         1","V","USPS","81759660","CONTRACT","ITF LLC","  735","       .00","GRAND RAPIDS,MI","JERSEY CITY,NJ","ITFLLCGROUP@GMAIL.COM",
"4024999","3060-0863-0925","   3060","ASSG","09/21/25","0215","09/21/25","1015","BBANUELOS","","!","17","     1,290.00","     1,100.00","          .00","       .00","       190.00","       .00","    2","         1","V","USPS","82200049","SPOT","ZONE-OH LLC","  339","       .00","BALTIMORE,MD","SPRINGFIELD,MA","dispatch@zonellc.us",
"4021610","3010-0979-0925","   3010","ASSG","09/21/25","0230","09/21/25","1430","BBANUELOS","","!","17","     1,608.40","     2,000.00","          .00","       .00","      -391.60","       .00","    2","         1","V","USPS","81762990","CONTRACT","VANTAGE CARRIER LLC","  555","       .00","ALLEN PARK,MI","PHILLIPSBURG,NJ","dispatch@vantagecarrier.com",
"4021617","3060-0217-0925","   3060","ASSG","09/21/25","0230","09/21/25","2215","BBANUELOS","","!","17","     1,705.90","     2,000.00","          .00","       .00","      -294.10","       .00","    3","         2","V","USPS","81765609","CONTRACT","VANTAGE CARRIER LLC","  889","       .00","LOUISVILLE,KY","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4021539","3010-0913-0925","   3010","ASSG","09/21/25","0245","09/21/25","2315","BBANUELOS","","!","17","     2,806.65","     3,200.00","          .00","       .00","      -393.35","       .00","    2","         1","V","USPS","81751817","CONTRACT","VANTAGE CARRIER LLC","  983","       .00","ALLEN PARK,MI","JACKSONVILLE,FL","dispatch@vantagecarrier.com",
"4021605","3010-0975-0925","   3010","ASSG","09/21/25","0300","09/21/25","1645","YRODRIGUEZ","","!","17","     1,768.00","     1,950.00","          .00","       .00","      -182.00","       .00","    2","         1","V","USPS","81761286","CONTRACT","DO NOT UPDATE TO RTS","  652","       .00","GREENSBORO,NC","TAMPA,FL","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021540","3010-0914-0925","   3010","ASSG","09/21/25","0315","09/21/25","1730","STEPHENW","","!","17","     1,226.64","     1,700.00","          .00","       .00","      -473.36","       .00","    3","         2","V","USPS","81750949","CONTRACT","MZ CARGO INC","  617","       .00","LOUISVILLE,KY","HARRISBURG,PA","dispatch@mzcargoinc.com",
"4021573","3010-0944-0925","   3010","ASSG","09/21/25","0315","09/22/25","0530","BBANUELOS","","!","17","     2,318.53","     2,800.00","          .00","       .00","      -481.47","       .00","    2","         1","V","USPS","81757588","CONTRACT","VANTAGE CARRIER LLC"," 1313","       .00","NORTH READING,MA","URBANDALE,IA","dispatch@vantagecarrier.com",
"4021472","3060-0159-0925","   3060","ASSG","09/21/25","0330","09/21/25","0915","YRODRIGUEZ","","!","17","       720.00","       900.00","          .00","       .00","      -180.00","       .00","    2","         1","V","USPS","81742344","CONTRACT","ONTIME EXPRESS LLC","  248","       .00","JERSEY CITY,NJ","DULLES,VA","dispatch@ontimeexpress.org",
"4021494","3060-0277-0925","   3060","ASSG","09/21/25","0330","09/21/25","0900","DISAAC","","!","17","       740.70","       767.00","          .00","       .00","       -26.30","       .00","    2","         1","V","USPS","81746704","CONTRACT","AZIM CARGO INC","  220","       .00","JERSEY CITY,NJ","WASHINGTON,DC","teamb@azimcargo.com",
"4021566","3010-0937-0925","   3010","ASSG","09/21/25","0330","09/21/25","1600","BBANUELOS","","!","17","     1,726.72","     1,900.00","          .00","       .00","      -173.28","       .00","    2","         1","V","USPS","81757565","CONTRACT","VANTAGE CARRIER LLC","  568","       .00","NORTH READING,MA","SANDSTON,VA","dispatch@vantagecarrier.com",
"4021570","3010-0942-0925","   3010","ASSG","09/21/25","0330","09/22/25","0700","BBANUELOS","","!","17","     3,248.00","     3,700.00","          .00","       .00","      -452.00","       .00","    2","         1","V","USPS","81758618","CONTRACT","VANTAGE CARRIER LLC"," 1346","       .00","OMAHA,NE","JACKSONVILLE,FL","dispatch@vantagecarrier.com",
"4021594","3010-0964-0925","   3010","ASSG","09/21/25","0330","09/21/25","1615","BBANUELOS","","!","17","       934.83","     1,400.00","          .00","       .00","      -465.17","       .00","    3","         2","V","USPS","81761204","CONTRACT","VANTAGE CARRIER LLC","  566","       .00","MERRIFIELD,VA","ALLEN PARK,MI","dispatch@vantagecarrier.com",
"4021491","3010-0872-0925","   3010","ASSG","09/21/25","0345","09/21/25","1345","YRODRIGUEZ","","!","17","       822.50","       925.00","          .00","       .00","      -102.50","       .00","    3","         2","V","USPS","81743289","CONTRACT","DO NOT UPDATE TO RTS","  395","       .00","CAPITOL HEIGHTS,MD","CLEVELAND,OH","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021530","3060-0331-0925","   3060","ASSG","09/21/25","0345","09/21/25","0915","YRODRIGUEZ","","!","17","       732.30","       800.00","          .00","       .00","       -67.70","       .00","    2","         1","V","USPS","81750719","CONTRACT","COLIBREX INC","  238","       .00","JERSEY CITY,NJ","MERRIFIELD,VA","dispatch@colibrexinc.net",
"4021467","3060-0826-0925","   3060","ASSG","09/21/25","0400","09/21/25","1000","STEPHENW","","!","17","     1,000.00","     1,050.00","          .00","       .00","       -50.00","       .00","    2","         1","V","USPS","81738928","CONTRACT","DDA LOGISTICS INC","  222","       .00","JERSEY CITY,NJ","BOSTON,MA","dwayne@ddalogistics.com",
"4021484","3010-0865-0925","   3010","ASSG","09/21/25","0400","09/22/25","0130","STEPHENW","","!","17","     2,666.25","     3,000.00","          .00","       .00","      -333.75","       .00","    2","         1","V","USPS","81740539","CONTRACT","MZ CARGO INC"," 1049","       .00","CLEVELAND,OH","ORLANDO,FL","dispatch@mzcargoinc.com",
"4021485","3060-0797-0925","   3060","ASSG","09/21/25","0400","09/22/25","0800","BBANUELOS","","!","17","     2,496.50","     3,100.00","          .00","       .00","      -603.50","       .00","    4","         3","V","USPS","81742836","CONTRACT","LTL"," 1318","       .00","ROCHESTER,NY","TAMPA,FL","dispatch@ltransl.com",
"4021497","3010-0877-0925","   3010","ASSG","09/21/25","0400","09/22/25","0515","BBANUELOS","","!","17","       949.90","     1,565.00","          .00","       .00","      -615.10","       .00","    2","         1","V","USPS","81744348","CONTRACT","ATLANTIC CARGO CO"," 1287","       .00","TAMPA,FL","OLATHE,KS","DISPATCH@ATLANTICCARGOCO.COM",
"4021510","3010-0887-0925","   3010","ASSG","09/21/25","0400","09/23/25","1115","BBANUELOS","","!","17","     2,787.00","     4,100.00","          .00","       .00","    -1,313.00","       .00","    2","         1","V","USPS","81747083","CONTRACT","LTL"," 2828","       .00","TAMPA,FL","RICHMOND,CA","DISPATCH@LTRANSL.COM",
"4021523","3060-0870-0925","   3060","ASSG","09/21/25","0400","09/21/25","0900","STEPHENW","","!","17","       761.32","       825.00","          .00","       .00","       -63.68","       .00","    2","         1","V","USPS","81746678","CONTRACT","DDA LOGISTICS INC","  190","       .00","JERSEY CITY,NJ","PROVIDENCE,RI","dwayne@ddalogistics.com",
"4021559","3010-0930-0925","   3010","ASSG","09/21/25","0400","09/22/25","0015","BBANUELOS","","!","17","       693.00","     1,100.00","          .00","       .00","      -407.00","       .00","    2","         1","V","USPS","81755827","CONTRACT","VANTAGE CARRIER LLC","  998","       .00","TAMPA,FL","INDIANAPOLIS,IN","dispatch@vantagecarrier.com",
"4021604","3010-0974-0925","   3010","ASSG","09/21/25","0400","09/21/25","1530","BBANUELOS","","!","17","       786.49","       900.00","          .00","       .00","      -113.51","       .00","    3","         2","V","USPS","81761739","CONTRACT","DO NOT UPDATE TO RTS","  457","       .00","CAPITOL HEIGHTS,MD","ROCHESTER,NY","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021606","3010-0976-0925","   3010","ASSG","09/21/25","0400","09/22/25","0930","DISAAC","","!","17","     2,508.75","     3,250.00","          .00","       .00","      -741.25","       .00","    2","         1","V","USPS","81762266","CONTRACT","LOADMODE LLC"," 1361","       .00","HENDERSON,NV","OLATHE,KS","DISPATCH@LOADMODELLC.COM",
"4021522","3060-0823-0925","   3060","ASSG","09/21/25","0415","09/22/25","0115","BBANUELOS","","!","17","     1,800.00","     2,800.00","          .00","       .00","    -1,000.00","       .00","    4","         3","V","USPS","81749331","CONTRACT","MARTIAN EXPRESS CO","  886","       .00","GRAND RAPIDS,MI","COLUMBIA,SC","dispatch@martianexpress.us,  jack.cane@martianexpress.us",
"4021464","3060-0138-0925","   3060","ASSG","09/21/25","0430","09/21/25","0900","BBANUELOS","","!","17","       734.62","       720.00","          .00","       .00","        14.62","       .00","    2","         1","V","USPS","81738877","CONTRACT","VANTAGE CARRIER LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","dispatch@vantagecarrier.com",
"4021469","3010-0555-0925","   3010","ASSG","09/21/25","0430","09/22/25","0245","BBANUELOS","","!","17","     1,729.00","     2,100.00","          .00","       .00","      -371.00","       .00","    2","         1","V","USPS","81739045","CONTRACT","SMT TRANS LLC"," 1119","       .00","FLUSHING,NY","URBANDALE,IA","SMTTRANS19@GMAIL.COM",
"4021492","3010-0873-0925","   3010","ASSG","09/21/25","0430","09/21/25","1630","BBANUELOS","","!","17","       932.05","     1,126.00","          .00","       .00","      -193.95","       .00","    2","         1","V","USPS","81745817","CONTRACT","S&D GLOBAL LLC","  484","       .00","DALLAS,TX","OLATHE,KS","info@sdgloballlc.net",
"4021524","3060-0223-0925","   3060","ASSG","09/21/25","0430","09/21/25","1715","BBANUELOS","","!","17","     1,634.60","     1,900.00","          .00","       .00","      -265.40","       .00","    2","         1","V","USPS","81749179","CONTRACT","VANTAGE CARRIER LLC","  753","       .00","PONTIAC,MI","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4021537","3010-0912-0925","   3010","ASSG","09/21/25","0430","09/22/25","0300","BBANUELOS","","!","17","     1,300.00","     1,600.00","          .00","       .00","      -300.00","       .00","    2","         1","V","USPS","81751662","CONTRACT","VANTAGE CARRIER LLC"," 1103","       .00","TAMPA,FL","PHILLIPSBURG,NJ","dispatch@vantagecarrier.com",
"4021569","3010-0940-0925","   3010","ASSG","09/21/25","0430","09/21/25","1830","BBANUELOS","","!","17","     2,003.00","     2,215.00","          .00","       .00","      -212.00","       .00","    2","         2","V","USPS","81757568","CONTRACT","VANTAGE CARRIER LLC","  747","       .00","NORTH READING,MA","GREENSBORO,NC","dispatch@vantagecarrier.com",
"4021574","3010-0945-0925","   3010","ASSG","09/21/25","0430","09/22/25","0300","BBANUELOS","","!","17","     1,300.00","     1,600.00","          .00","       .00","      -300.00","       .00","    2","         1","V","USPS","81759032","CONTRACT","VANTAGE CARRIER LLC"," 1131","       .00","TAMPA,FL","JERSEY CITY,NJ","dispatch@vantagecarrier.com",
"4021584","3010-0956-0925","   3010","ASSG","09/21/25","0430","09/21/25","2130","BBANUELOS","","!","17","     1,678.37","     1,900.00","          .00","       .00","      -221.63","       .00","    3","         2","V","USPS","81757544","CONTRACT","DDA LOGISTICS INC","  900","       .00","NORTH READING,MA","GASTONIA,NC","dwayne@ddalogistics.com",
"4021621","3010-0990-0925","   3010","ASSG","09/21/25","0430","09/22/25","0000","BBANUELOS","","!","17","     2,606.50","     3,000.00","          .00","       .00","      -393.50","       .00","    2","         1","V","USPS","81765615","CONTRACT","VANTAGE CARRIER LLC","  960","       .00","COLUMBUS,OH","ORLANDO,FL","dispatch@vantagecarrier.com",
"4021534","3060-0239-0925","   3060","ASSG","09/21/25","0445","09/21/25","2200","STEPHENW","","!","17","     1,770.00","     1,800.00","          .00","       .00","       -30.00","       .00","    3","         2","V","USPS","81751547","CONTRACT","MZ CARGO INC","  755","       .00","BIRMINGHAM,AL","CAPITOL HEIGHTS,MD","dispatch@mzcargoinc.com",
"4038858","3060-0980-0925","   3060","ASSG","09/21/25","0500","09/23/25","0300","BBANUELOS","","!","17","     4,890.00","     4,550.00","          .00","       .00","       340.00","       .00","    2","         1","V","USPS","84821163","SPOT","WRNR LLC"," 2175","       .00","LOS ANGELES,CA","FAIRBURN,GA","Dispatch@wrnrllc.com",
"4021581","3010-0952-0925","   3010","ASSG","09/21/25","0515","09/22/25","0030","BBANUELOS","","!","17","     1,849.20","     2,140.00","          .00","       .00","      -290.80","       .00","    2","         1","V","USPS","81757553","CONTRACT","DALI  TRANSPORTATION"," 1098","       .00","NORTH READING,MA","NASHVILLE,TN","DISPATCH@CALLPRIMEONE.COM",
"4038857","3060-0979-0925","   3060","ASSG","09/21/25","0530","09/23/25","0330","BBANUELOS","","!","17","     4,890.00","     4,500.00","          .00","       .00","       390.00","       .00","    3","         2","V","USPS","84893243","SPOT","LTL"," 2081","       .00","LOS ANGELES,CA","INDIANAPOLIS,IN","DISPATCH@LTRANSL.COM",
"4021466","3010-0324-0925","   3010","ASSG","09/21/25","0545","09/21/25","1915","DISAAC","","!","17","       977.95","     1,200.00","          .00","       .00","      -222.05","       .00","    2","         1","V","USPS","81738950","CONTRACT","ALI STAR INC","  624","       .00","JERSEY CITY,NJ","CINCINNATI,OH","DISPATCH@ALISTARINCOH.COM",
"4021475","3060-0125-0925","   3060","ASSG","09/21/25","0600","09/22/25","0330","BBANUELOS","","!","17","     1,393.65","     1,850.00","          .00","       .00","      -456.35","       .00","    2","         1","V","USPS","81742595","CONTRACT","SMT TRANS LLC"," 1116","       .00","FLUSHING,NY","MEMPHIS,TN","SMTTRANS19@GMAIL.COM",
"4021565","3010-0936-0925","   3010","ASSG","09/21/25","0600","09/21/25","2145","BBANUELOS","","!","17","     1,021.20","     1,300.00","          .00","       .00","      -278.80","       .00","    2","         1","V","USPS","81754029","CONTRACT","ALI STAR INC","  734","       .00","JERSEY CITY,NJ","LOUISVILLE,KY","ALISTARINCOH@GMAIL.COM",
